Index,Name,Age,Gender,Nationality,Years Active,Genre Specialization,Beauty,Skill Level,Education Level,Award Wins,Media Mentions,Social Media Followers,Social Media Likes,Network Size,Income
9829,Aaron Mack,25,Female,USA,7,Action,7.16,6.74,University,6,33,14648,4450,14,418113.62
9830,Wesley Kane,52,Male,Canada,17,Sci-Fi,7.14,5.28,College,8,31,13705,4638,22,768361.99
9831,Gregory Rivers,21,Female,USA,3,Comedy,9.39,11.73,College,10,29,16468,5256,25,585630.54
9832,Amy Oliver,42,Male,USA,12,Sci-Fi,6.31,7.96,College,8,43,17175,5016,26,544934.54
9833,Gina Mitchell,38,Male,USA,13,Sci-Fi,7.42,5.56,Graduate,6,46,18474,5656,31,696122.77
9834,Mrs. Samantha Turner,50,Female,USA,11,Comedy,9.98,11.2,University,7,26,15060,4726,21,535417.77
9835,Juan Williamson,49,Male,USA,19,Musical,9.0,4.3,University,8,31,15049,4878,21,926438.72
9836,David Young,51,Male,USA,9,Action,3.98,7.24,Graduate,6,41,15304,4606,21,283707.36
9837,Mr. Jimmy Ross DDS,41,Male,USA,14,Horror,7.07,7.17,College,8,31,15751,5525,33,626631.62
9838,Kayla Davies,41,Female,USA,15,Drama,8.88,15.17,College,15,49,17644,5084,28,1258088.45
9839,Jonathan Moore DDS,37,Female,Canada,16,Sci-Fi,8.35,9.69,High School,12,30,13408,5043,28,1202272.89
9840,Luke Singh,35,Female,USA,14,Action,9.91,10.58,Graduate,9,34,16236,5279,26,1185187.4
9841,Gregory Johnson,56,Male,USA,11,Comedy,6.27,9.93,University,6,34,14266,5038,18,422246.44
9842,Mark Chapman,20,Female,USA,2,Drama,7.89,3.03,University,4,31,17027,4802,25,367422.67
9843,Brittany Ross,34,Female,USA,8,Comedy,7.8,4.87,High School,7,40,16843,5356,20,521370.45
9844,William Spears,31,Female,USA,13,Drama,9.12,10.33,Graduate,9,31,14532,4644,20,721626.03
9845,Dennis Campbell,22,Male,USA,4,Drama,6.06,7.23,University,7,36,17533,5332,24,627310.5
9846,Joshua Curry,34,Female,USA,13,Action,5.8,5.99,Graduate,6,36,15582,5526,31,712249.94
9847,Charles Lynch,50,Female,USA,16,Drama,7.98,11.13,University,9,35,16721,4921,22,650397.32
9848,Kathryn Reynolds,19,Female,USA,1,Comedy,9.35,6.56,University,7,28,14244,4753,19,454446.71
9849,Rebecca Cruz,36,Female,Canada,18,Drama,6.96,10.26,University,11,44,16090,4979,23,1027976.26
9850,Richard Jackson,37,Male,Canada,16,Action,6.14,14.12,College,10,51,16617,4713,22,734311.64
9851,Teresa Smith,30,Male,USA,12,Action,6.79,10.91,University,9,25,16235,5408,24,846483.67
9852,Michael Mason,33,Female,USA,12,Comedy,6.59,8.42,Graduate,11,38,18588,5835,27,884044.76
9853,Jessica Miller,48,Male,Canada,17,Horror,6.16,13.04,University,14,28,15982,5047,25,1179104.36
9854,Justin White,34,Female,USA,16,Action,6.35,8.91,College,11,38,16669,5190,21,1153852.32
9855,Daniel Clark,42,Female,USA,20,Comedy,7.55,9.88,Graduate,11,21,11609,4792,19,707374.85
9856,Dr. Heidi Bryan,44,Male,USA,12,Action,5.82,11.76,University,10,33,15325,4976,18,966368.44
9857,Holly Green,46,Female,USA,17,Action,6.91,11.81,High School,14,49,18627,5212,34,1856581.49
9858,Vanessa Novak,23,Female,USA,5,Comedy,9.7,6.45,High School,8,38,16909,4806,19,602804.66
9859,Larry Weaver,42,Male,Canada,12,Comedy,5.01,8.88,High School,9,41,16926,5098,21,789704.43
9860,Heather Case,36,Female,Canada,10,Action,7.31,11.14,High School,13,32,15981,5237,27,1043985.06
9861,Amber Stevens,36,Male,USA,18,Sci-Fi,6.03,11.17,College,11,45,17167,5035,25,1094437.62
9862,Robert Stephens,36,Female,Canada,13,Action,10.52,2.08,College,6,31,14997,4877,22,720587.99
9863,Amber Perry,21,Male,USA,3,Action,3.96,3.86,High School,3,39,18577,5410,32,330269.09
9864,Peter Osborne DVM,43,Male,USA,16,Comedy,6.95,7.16,College,7,47,17978,5477,24,773870.56
9865,Robin Griffith,47,Male,USA,9,Sci-Fi,5.52,2.28,High School,4,34,15991,5367,24,316964.62
9866,Mrs. Jennifer Russell,37,Male,USA,11,Action,5.94,10.05,Graduate,10,37,16600,5389,26,800882.68
9867,Alicia Thompson,38,Female,USA,14,Musical,9.92,12.34,College,10,36,14352,4796,26,818546.36
9868,Christopher Wilson,48,Female,Canada,15,Horror,8.36,12.23,Graduate,9,51,18078,5379,35,910907.38
9869,Mary Tucker,44,Female,Canada,15,Musical,5.73,6.91,University,8,30,14429,4591,23,443722.09
9870,Samuel Barnett,32,Female,USA,12,Comedy,7.78,5.17,College,10,39,15936,4789,26,839438.85
9871,Matthew Bell,42,Female,USA,7,Musical,10.42,8.5,Graduate,6,43,15265,5086,26,480509.43
9872,Heather Mcclain,41,Female,USA,11,Action,8.38,6.67,High School,9,46,18948,5714,28,963758.47
9873,Melissa Hanna,34,Male,USA,13,Action,5.88,13.21,University,8,41,15952,5168,22,684350.26
9874,Dawn Schmidt,47,Male,Canada,18,Musical,9.32,13.72,College,12,33,16400,5235,29,1077018.84
9875,Michael Wells,35,Female,USA,16,Comedy,11.06,14.45,College,14,48,18761,5487,24,2230200.85
9876,Andres Hart,54,Male,USA,24,Action,6.69,10.46,University,10,31,16283,5381,30,1126262.67
9877,Craig Little,38,Male,USA,13,Drama,9.4,7.39,University,8,38,15278,4666,27,681879.1
9878,William Malone,30,Female,USA,12,Comedy,10.83,10.48,High School,12,32,16237,5178,27,1106391.01
9879,Cheryl Foster,40,Female,USA,16,Drama,7.99,9.07,College,8,37,14404,4312,24,661189.11
9880,Monica Ramirez,44,Male,USA,12,Action,4.27,11.58,College,9,53,18781,5673,35,707781.08
9881,Jimmy Cole,36,Female,USA,13,Comedy,9.03,11.37,High School,13,28,15847,4633,23,1418428.22
9882,Tamara Barrera,41,Male,USA,19,Action,6.26,0.8,High School,5,42,14973,4843,25,698574.25
9883,Jonathan Tran,31,Female,USA,13,Horror,8.19,6.99,College,9,28,16286,4743,28,590088.92
9884,Scott Curry,34,Female,Canada,11,Comedy,4.56,12.12,College,10,35,15865,4747,21,495384.87
9885,Amanda Lyons,38,Male,USA,20,Sci-Fi,5.81,9.73,College,10,40,17526,5370,25,937955.53
9886,Rachel Mays,34,Female,USA,16,Drama,6.26,4.84,College,8,46,16024,4797,20,871844.8
9887,Sarah Adams,37,Male,USA,13,Action,6.39,7.64,College,7,30,16889,5653,32,630839.21
9888,Kathleen Roberts,35,Female,USA,14,Drama,5.14,9.97,Graduate,10,39,17636,5116,23,1137016.87
9889,Laurie Smith,32,Female,USA,14,Drama,10.14,4.81,University,5,33,14957,5061,22,618390.59
9890,Lauren Hodges,36,Female,USA,14,Action,6.55,14.07,University,11,34,17041,5380,25,819327.71
9891,Robert Rogers,24,Male,USA,6,Sci-Fi,5.41,5.31,Graduate,7,31,13768,4780,21,355995.36
9892,Philip Clark,46,Male,Canada,16,Horror,6.44,8.34,University,8,40,16478,5303,25,607413.51
9893,Todd Alvarado,37,Female,USA,13,Action,10.86,5.59,University,7,28,14707,5019,29,727364.88
9894,Tina Greene,46,Female,USA,19,Drama,10.37,9.99,University,12,49,18483,5177,27,1983878.24
9895,Michelle Reyes,37,Female,Canada,12,Sci-Fi,7.91,2.95,College,7,28,14424,4697,22,504746.59
9896,Ralph Erickson,38,Male,USA,17,Horror,4.94,8.51,University,10,46,16917,5737,30,808338.11
9897,Jose Ayala,44,Female,USA,17,Comedy,9.39,10.5,College,12,42,15583,5090,22,1130751.4
9898,Dawn Barnett,26,Female,Canada,8,Action,8.05,5.5,College,8,39,18103,5623,32,716875.66
9899,Mr. Timothy Kim MD,39,Female,USA,18,Comedy,8.58,6.27,High School,9,36,16784,4626,26,1067360.3
9900,Robyn Austin,21,Male,Canada,3,Sci-Fi,7.19,15.87,Graduate,6,45,14709,4830,32,278020.22
9901,Lawrence Hogan,27,Female,USA,9,Sci-Fi,5.57,19.94,Graduate,11,31,15708,4828,21,517545.36
9902,Joanne Cochran DVM,30,Female,USA,12,Musical,7.05,6.58,College,8,40,15515,5063,24,463325.51
9903,Nancy Mason,37,Male,USA,14,Drama,6.46,6.54,University,7,51,18395,5091,24,744429.73
9904,Jacob Dodson,48,Male,USA,12,Action,4.88,8.63,Graduate,7,33,16042,5297,24,454590.56
9905,Jacqueline Kirk,46,Female,USA,13,Drama,8.76,9.11,High School,9,43,19459,5563,34,714320.35
9906,Lisa Hayes,23,Female,USA,5,Action,9.02,1.85,High School,6,33,17425,4823,25,670488.2
9907,Stephen Walker,27,Male,USA,9,Comedy,6.94,15.06,Graduate,7,56,19552,5635,26,820097.98
9908,Olivia Smith,35,Male,USA,17,Action,5.9,6.51,Graduate,6,28,15675,5279,25,768655.47
9909,Justin Serrano,45,Female,USA,20,Comedy,8.56,5.95,College,9,46,17791,5432,28,1730116.94
9910,Elizabeth Holt,35,Male,Canada,11,Drama,7.1,10.84,College,9,32,16100,5212,22,572266.3
9911,Timothy Allen,50,Female,USA,14,Comedy,6.88,12.71,College,11,43,16872,5393,23,876842.69
9912,Kevin Young,34,Male,USA,14,Action,3.73,7.62,High School,8,26,15973,4836,27,463424.6
9913,Hunter Rodriguez,32,Male,USA,11,Drama,9.07,4.59,University,7,54,15664,5334,30,595000.12
9914,James Anderson,34,Female,USA,12,Comedy,6.51,10.35,Graduate,10,30,14591,5018,19,503910.55
9915,Christina Levy,56,Male,USA,10,Drama,5.69,8.51,University,6,49,19073,5506,19,658163.12
9916,Erika Madden,33,Female,USA,15,Comedy,8.0,9.52,College,11,35,17989,5538,26,1040313.13
9917,Melissa Crawford,46,Male,USA,22,Comedy,5.18,5.8,University,9,40,16930,4734,21,1131507.34
9918,Lisa Lucas,23,Female,Canada,5,Comedy,8.63,15.04,College,9,43,15683,4965,23,424634.92
9919,Steven Dunlap,59,Female,USA,11,Drama,7.65,5.62,Graduate,8,34,13508,4735,23,571551.61
9920,Tracy White,39,Male,USA,17,Horror,6.75,11.85,Graduate,12,41,16320,5044,30,1131381.17
9921,Brittany Gomez,54,Female,USA,21,Comedy,6.62,7.42,High School,12,39,17704,5148,27,1671484.55
9922,Nicholas Melendez,28,Female,USA,10,Comedy,6.47,11.57,Graduate,9,46,14703,4961,29,707812.26
9923,Sylvia Ray,23,Female,USA,5,Drama,7.05,9.97,Graduate,7,30,14109,4713,32,372350.87
9924,Hayden Shannon,34,Female,Canada,13,Comedy,10.96,15.06,College,12,37,16467,4966,32,1294677.66
9925,Jessica Mckinney,53,Female,USA,16,Drama,8.62,11.79,University,12,54,18274,5518,24,1538368.06
9926,Rachel Eaton,47,Male,Canada,14,Comedy,8.71,9.87,Graduate,7,35,18270,5409,27,751808.62
9927,Kenneth Hudson,44,Male,Canada,16,Sci-Fi,6.85,7.99,College,8,35,17181,5290,21,838307.22
9928,Jason Garcia,19,Male,USA,1,Sci-Fi,8.87,9.55,College,6,30,15978,4987,28,412646.23
9929,Melissa Green,53,Male,USA,12,Action,5.49,6.55,High School,7,45,17466,4792,20,341688.62
9930,Amy Molina,24,Female,USA,6,Comedy,8.64,6.45,Graduate,5,48,17375,5295,34,457027.59
9931,Sandra Beasley,27,Female,Canada,9,Drama,9.16,11.11,University,6,35,16895,4824,28,483158.18
9932,Tiffany Lewis,28,Female,USA,10,Comedy,7.0,8.79,College,9,40,15142,5061,24,694793.15
9933,Joel Andrews,51,Male,USA,20,Comedy,5.71,8.46,College,10,44,17691,5584,29,1418975.99
9934,Charles Gardner,32,Male,USA,14,Action,5.9,4.99,University,7,39,17584,5228,21,825443.06
9935,Kelly Ramirez,26,Female,USA,8,Drama,6.61,2.73,Graduate,5,41,15942,4711,27,502373.16
9936,Angela Choi,49,Male,USA,14,Horror,5.85,6.01,High School,5,32,15173,5126,28,330920.72
9937,Marvin Martinez MD,58,Male,USA,11,Action,5.5,6.26,University,8,25,15659,5209,24,590996.22
9938,Micheal Leach,39,Male,USA,13,Action,5.66,11.57,University,9,41,16200,5146,25,608423.35
9939,Sarah White,35,Male,USA,13,Drama,7.51,9.34,College,9,32,14320,4962,19,911115.01
9940,Susan Porter,48,Male,USA,15,Horror,6.18,9.93,Graduate,7,45,17760,5306,26,470915.0
9941,Lisa Perez,49,Male,USA,11,Action,3.68,8.38,College,8,40,15913,4775,29,597253.85
9942,Elizabeth Miller,29,Female,USA,11,Action,7.15,13.17,Graduate,8,30,16231,4975,23,605531.53
9943,Jennifer Sanders,22,Female,USA,4,Drama,8.2,5.65,High School,8,30,17136,5030,23,641661.22
9944,Joseph Key,31,Male,USA,9,Horror,8.69,6.18,Graduate,7,38,14659,4963,22,380868.82
9945,Sandra Kim,49,Male,USA,23,Sci-Fi,7.43,9.76,College,12,46,17382,5033,23,1730313.22
9946,Ariana Dixon,51,Male,Canada,17,Action,7.02,9.38,Graduate,9,32,14331,4536,18,800728.19
9947,Nathan Meadows,24,Female,USA,6,Drama,7.85,5.95,University,4,43,13964,4965,25,406172.78
9948,Michelle Wells,35,Female,USA,16,Drama,8.28,18.05,Graduate,13,37,16512,5046,26,1198579.94
9949,Brittney Montes,31,Female,USA,12,Sci-Fi,7.55,9.81,Graduate,7,44,14965,4909,26,527530.64
9950,Angela Smith,49,Male,Canada,17,Musical,5.21,14.69,College,11,33,16322,5343,28,403108.03
9951,Kathy Garcia,44,Male,USA,17,Sci-Fi,6.3,16.84,University,15,49,18055,5427,25,1663658.62
9952,Miguel Knox,23,Male,USA,5,Comedy,4.96,3.58,Graduate,5,62,20400,5783,36,498592.22
9953,Phillip Ward,20,Male,USA,2,Comedy,5.79,5.46,College,3,44,17603,5233,24,192857.89
9954,Nicholas Mcclain DDS,24,Female,USA,6,Drama,9.91,15.65,High School,11,38,18188,5144,33,812618.4
9955,Caitlin Reid,58,Male,USA,16,Sci-Fi,5.51,8.75,High School,11,38,18360,5065,26,702923.58
9956,Carly Martinez,44,Female,USA,18,Drama,7.96,4.64,Graduate,6,36,17158,4976,20,675312.36
9957,Johnny Moore,55,Male,USA,12,Action,6.1,4.71,Graduate,6,43,17374,4885,24,538249.05
9958,Jenna Matthews,47,Female,USA,19,Action,7.75,9.89,University,10,38,15601,4548,24,1046071.62
9959,Jeremy Dean,48,Male,Canada,16,Horror,5.69,10.96,College,10,43,17826,5145,29,709845.9
9960,Aaron Miller Jr.,49,Male,USA,20,Sci-Fi,8.25,13.51,High School,13,60,18474,5246,31,979060.95
9961,Jennifer Freeman,56,Female,USA,14,Action,6.35,10.96,College,10,39,14501,4718,24,951122.02
9962,Deborah Herman,26,Male,Canada,8,Action,5.27,6.81,University,6,35,17252,5095,26,507324.04
9963,John Larson,46,Male,USA,13,Action,6.3,6.09,College,9,30,19774,5235,28,1350185.17
9964,Rose Morales,41,Female,USA,15,Action,4.53,6.34,College,6,29,13857,4863,21,522695.85
9965,Patrick Harris,37,Male,USA,12,Horror,5.73,8.71,University,7,32,13535,5016,21,480767.33
9966,Jessica Porter,41,Male,USA,18,Drama,4.99,12.63,University,10,47,17152,5191,26,997341.87
9967,Carolyn Myers,19,Female,USA,1,Drama,8.8,10.64,High School,10,32,17171,5291,25,855541.39
9968,Brian Roberts,36,Male,USA,13,Sci-Fi,6.43,5.16,High School,5,45,14208,4779,24,353196.32
9969,Todd Nelson,51,Female,USA,15,Drama,10.72,8.47,University,9,49,19177,5464,29,786646.39
9970,Pamela Morris,32,Male,Canada,14,Comedy,5.71,8.95,University,9,44,16616,4623,23,481753.46
9971,Anna Evans,43,Male,USA,16,Drama,7.41,14.01,College,10,45,17564,5117,26,882292.15
9972,Raymond Rivas,42,Female,Canada,14,Action,5.91,5.83,Graduate,6,34,17094,5192,24,720111.25
9973,Dawn Miller,19,Female,USA,1,Action,5.19,9.95,College,6,38,19508,5260,23,553991.39
9974,Jeffrey Hays,33,Female,USA,13,Comedy,9.74,16.98,College,13,35,14406,4816,22,1060426.92
9975,Breanna Jacobs,28,Female,USA,9,Sci-Fi,8.25,12.48,Graduate,7,33,17153,5104,26,694940.65
9976,Janet Hinton,26,Female,USA,8,Drama,8.03,10.93,College,8,32,16995,4949,30,569667.33
9977,Wayne Gonzalez,38,Male,USA,17,Drama,10.37,1.81,High School,8,35,12484,4684,22,1167370.65
9978,Todd Stout,24,Male,USA,6,Comedy,5.85,17.58,Graduate,9,38,15590,5026,25,455239.99
9979,Sarah Green,38,Male,USA,18,Action,6.47,10.19,High School,10,61,18280,5411,20,1127465.54
9980,Allen Jones,69,Female,USA,15,Drama,8.19,8.03,High School,11,33,15329,4926,26,970300.31
9981,Ms. Jessica Jacobs,33,Male,USA,15,Action,4.6,2.78,High School,5,27,15090,5516,24,473244.11
9982,Daniel Jones,38,Male,USA,15,Sci-Fi,9.6,6.82,Graduate,8,47,17909,5423,37,994565.8
9983,John Dickerson,31,Female,USA,9,Comedy,7.7,8.71,High School,7,38,15470,4842,25,558409.48
9984,Melissa Reed,31,Female,USA,11,Drama,8.14,12.78,Graduate,10,40,18146,5243,20,1015996.9
9985,Kevin Carey,36,Female,USA,11,Drama,7.84,10.73,High School,12,35,14796,4914,18,1096620.01
9986,Isaiah Sutton,23,Male,USA,5,Sci-Fi,5.61,7.29,High School,6,36,14749,5036,26,363841.34
9987,Erin Peterson,29,Female,USA,11,Comedy,10.03,7.18,Graduate,7,32,20381,5003,15,690471.83
9988,Mary Johnson,30,Male,USA,12,Sci-Fi,7.35,6.99,Graduate,7,41,15982,5145,26,454946.52
9989,Peter Hogan,47,Male,USA,12,Comedy,8.98,16.93,College,11,46,19559,5146,26,964812.81
9990,Scott Perez,24,Male,USA,6,Horror,4.71,5.9,College,5,33,13898,4374,28,213290.25
9991,Anthony Wall,39,Male,USA,10,Action,6.42,16.67,Graduate,8,47,17915,5580,23,571314.82
9992,Adam Garrett,61,Female,USA,15,Drama,9.12,1.26,Graduate,7,47,17987,4982,30,1217563.36
9993,Rachel Smith,47,Male,USA,16,Action,7.0,6.91,College,8,41,16538,5327,26,776056.93
9994,Jay Hopkins,49,Male,Canada,14,Action,6.18,3.95,University,5,42,16600,4731,30,565954.95
9995,Angela Bowen,38,Female,USA,20,Comedy,8.45,7.79,High School,11,34,16286,4770,30,1123969.82
9996,Susan Murray,42,Male,USA,21,Action,7.5,10.61,University,10,35,19027,5124,24,1365221.02
9997,Adam Robinson,22,Female,USA,4,Drama,8.12,5.9,High School,6,37,16550,5726,27,445514.93
9998,Crystal Tate,46,Female,USA,19,Drama,8.65,9.36,College,9,38,18710,5654,27,1060081.46
9999,Mary Gonzalez,25,Female,USA,7,Musical,11.0,3.1,College,6,35,18977,5420,28,647340.24
10000,Connor Rosario,43,Female,USA,17,Drama,9.78,7.81,Graduate,8,46,20560,5291,18,1369322.45
10001,Jennifer Rivera,24,Female,USA,6,Drama,7.96,7.69,Graduate,7,26,13654,4675,23,401268.82
10002,Zachary Rogers,31,Female,USA,11,Drama,11.96,3.3,College,8,41,16250,5127,25,1003563.64
10003,Amanda Williams,27,Female,USA,9,Drama,8.54,10.82,College,9,40,17912,5266,26,699722.02
10004,Lori Adams,25,Female,USA,7,Horror,5.78,6.59,Graduate,6,36,17481,5260,29,482348.04
10005,Angel Thomas,45,Male,USA,14,Comedy,8.05,2.86,Graduate,6,43,15702,4978,22,523702.61
10006,Taylor Ho,28,Male,USA,10,Sci-Fi,5.07,17.96,Graduate,8,46,17287,5215,32,430931.4
10007,Monica Taylor,28,Female,USA,10,Drama,6.9,8.24,High School,9,38,15592,5613,30,627161.54
10008,Danielle Frazier,41,Female,USA,14,Comedy,5.25,8.22,Graduate,7,57,21711,5764,27,807562.66
10009,Jerome Sweeney,31,Female,USA,13,Comedy,9.0,9.07,Graduate,8,33,16731,5036,29,752472.41
10010,Holly Robinson,28,Male,USA,10,Action,5.53,12.86,High School,10,46,19795,5870,27,1009468.93
10011,Randy Phillips,37,Female,Canada,19,Comedy,9.0,6.23,College,8,39,15848,4814,24,1297553.35
10012,Julie Higgins,37,Male,USA,19,Action,7.29,12.5,College,11,41,18241,4935,27,1221786.72
10013,Joshua Reed,36,Male,USA,18,Action,4.73,8.3,Graduate,8,37,16209,5479,38,659554.89
10014,Michelle Mccoy,37,Male,Canada,18,Drama,9.39,14.46,University,11,33,15961,5305,28,1086682.08
10015,Thomas Martinez,55,Male,USA,20,Action,6.11,13.99,Graduate,12,49,18388,5584,29,1402851.49
10016,Christopher Hunter,23,Female,USA,5,Drama,7.25,8.22,Graduate,5,55,20682,5782,26,768065.6
10017,Kenneth Rios,38,Female,USA,16,Comedy,9.44,12.39,University,10,46,19297,5414,24,1082792.54
10018,Brittney Smith,33,Male,USA,11,Action,7.31,5.19,Graduate,7,32,14367,5009,25,611314.8
10019,Miguel Davis,32,Female,USA,14,Horror,7.17,9.32,College,9,34,18089,5127,31,780410.05
10020,John Boyd,49,Male,USA,13,Action,7.47,9.4,Graduate,9,32,16927,5352,35,1067219.63
10021,Scott Cobb,41,Female,USA,16,Horror,5.37,1.02,University,4,34,14432,4893,27,415210.87
10022,Kimberly Owens,22,Female,USA,4,Action,10.9,5.03,University,7,33,16397,4710,26,656508.33
10023,Jennifer Beasley,27,Male,USA,9,Sci-Fi,7.55,13.84,College,8,39,18181,4983,23,526176.69
10024,William Dennis,45,Male,USA,12,Comedy,7.6,8.87,University,7,34,17049,5251,25,526259.19
10025,Jamie Ward,40,Female,USA,10,Comedy,9.04,9.15,High School,7,33,16375,4954,21,597514.09
10026,Christopher Rodriguez,63,Male,USA,15,Sci-Fi,5.69,6.26,Graduate,5,33,14887,4728,21,459597.8
10027,Amy Valdez,27,Female,USA,9,Comedy,9.38,6.37,High School,5,36,14459,4898,24,492773.86
10028,Anthony Gordon,31,Male,USA,12,Sci-Fi,6.95,5.16,High School,6,41,15351,4646,18,553777.15
10029,Allison Zuniga,37,Male,USA,19,Action,5.62,6.2,College,8,38,17762,5403,30,844056.96
10030,Christopher Williams,27,Female,USA,9,Comedy,8.29,7.67,Graduate,6,28,16294,5006,16,427501.86
10031,Erica Ortiz,27,Female,Canada,9,Comedy,11.81,9.55,College,7,52,17573,5255,19,794701.16
10032,David Walters,25,Female,USA,7,Action,5.06,4.46,Graduate,3,56,18971,5243,26,406213.73
10033,Rebecca Graham,44,Male,USA,15,Horror,5.18,15.48,Graduate,11,47,19206,5138,21,813128.33
10034,Adam Bauer,52,Female,USA,13,Comedy,7.29,12.24,University,7,38,16043,4981,25,525789.0
10035,Jeffrey Mcfarland,24,Female,USA,6,Horror,7.32,5.96,College,5,45,16105,5393,27,457587.22
10036,Jessica Andrews,25,Female,USA,7,Drama,7.14,10.1,University,8,40,16813,5304,27,862126.0
10037,Patricia Flores,41,Male,USA,13,Action,5.89,7.75,High School,8,27,15371,4972,24,641122.82
10038,Dawn Romero,46,Female,USA,13,Comedy,7.48,4.68,Graduate,5,37,17625,5081,28,480861.02
10039,Kevin Brandt,39,Male,USA,16,Action,4.9,7.19,Graduate,7,54,19997,5366,35,844143.1
10040,Stacey Ortega,49,Male,USA,14,Action,3.42,2.19,University,5,32,16334,5271,28,367931.22
10041,Lori Webb,40,Female,USA,15,Comedy,7.18,3.55,College,7,36,16995,5338,26,1052375.11
10042,Dana Carlson,28,Female,USA,10,Drama,5.95,5.66,High School,8,46,17524,5349,24,542372.31
10043,Dr. Arthur Taylor,40,Male,USA,9,Sci-Fi,8.57,11.13,University,7,38,15828,4898,25,538994.62
10044,Brian Watson,39,Female,USA,19,Drama,7.62,10.09,Graduate,11,31,15184,5139,18,1039244.65
10045,Billy Olson,56,Female,Canada,13,Drama,7.93,10.66,University,8,23,15381,5279,29,683100.14
10046,Jasmine Soto,25,Female,USA,7,Drama,8.28,7.15,University,5,47,19218,5380,26,574358.13
10047,Aimee Briggs,50,Male,USA,17,Drama,7.94,4.78,Graduate,4,47,19283,5413,28,613637.45
10048,Brandon Wright,47,Female,USA,19,Action,6.34,4.16,College,7,41,16937,5002,25,1222105.96
10049,John Luna,40,Male,USA,10,Drama,6.65,2.59,University,5,33,14367,5467,36,416345.76
10050,Linda Wilson,42,Male,USA,12,Comedy,7.32,4.87,High School,7,39,18509,5326,32,1179888.86
10051,Dennis Carrillo,43,Male,USA,14,Sci-Fi,8.11,4.09,College,5,48,16983,4724,21,625194.3
10052,Marisa Clark,33,Male,USA,14,Comedy,6.93,5.04,High School,8,35,16354,4376,22,797721.66
10053,James Gaines,36,Female,USA,14,Comedy,8.57,7.31,High School,7,44,18881,5594,23,891422.54
10054,Lindsay Welch,23,Female,Canada,5,Comedy,6.82,3.4,High School,6,43,16495,4959,21,609226.51
10055,Debra Rios,29,Male,Canada,11,Horror,5.44,12.85,Graduate,10,39,17671,5015,24,697673.35
10056,Jeffrey Ellis,41,Male,USA,11,Sci-Fi,7.15,4.64,University,7,32,18829,5407,25,693527.25
10057,Janice Morris,28,Female,USA,10,Comedy,8.97,10.8,High School,9,42,19003,6260,32,727157.27
10058,Joe Jimenez,44,Female,USA,15,Comedy,5.42,11.94,High School,10,40,17620,5312,26,721108.99
10059,Amber Escobar,32,Male,USA,13,Action,6.14,11.84,University,12,36,16855,5296,23,1053060.97
10060,Michael Moody,58,Male,USA,14,Action,5.97,8.81,College,8,48,18370,4843,23,691315.78
10061,Carla Jackson,33,Female,USA,15,Comedy,8.37,0.5,Graduate,7,41,14802,4698,22,654366.56
10062,Danielle Collins,42,Male,USA,10,Drama,5.45,5.14,Graduate,5,32,15804,5240,26,361747.66
10063,James Anthony,34,Male,USA,11,Sci-Fi,6.92,10.58,College,9,56,20718,5943,30,847649.65
10064,Ronald Hickman,39,Female,USA,15,Drama,10.58,7.65,University,10,33,15712,4718,21,1012377.58
10065,Gina Bryant,37,Male,USA,15,Action,4.93,9.26,High School,8,37,17253,5141,29,679215.89
10066,Michael Stewart,22,Female,USA,4,Musical,8.72,11.59,University,9,38,15186,5220,25,482712.07
10067,Lisa Gaines,43,Female,USA,16,Comedy,7.35,6.67,College,9,26,14771,4618,25,956783.69
10068,Oscar Brown,38,Male,USA,11,Sci-Fi,7.64,15.04,College,11,42,17196,5140,22,744524.4
10069,Lauren Garcia,32,Female,USA,13,Action,9.72,11.8,High School,9,47,17869,5090,31,1019763.61
10070,Shannon Collins,57,Female,USA,12,Action,5.78,6.14,University,9,44,15798,5056,21,779416.13
10071,Alyssa Mcguire,28,Male,USA,10,Action,6.35,6.85,Graduate,8,40,15271,4930,17,812384.99
10072,Holly Williams,44,Male,USA,13,Sci-Fi,6.31,4.96,High School,8,29,15878,4909,31,573194.88
10073,Jonathan Thomas,25,Male,USA,7,Action,6.48,12.38,College,8,42,18912,4963,26,560084.26
10074,Adam Cox,51,Male,USA,18,Sci-Fi,7.0,6.6,Graduate,10,35,16237,4520,19,1117116.11
10075,Alexandra Thornton,28,Female,Canada,10,Action,5.53,18.21,Graduate,11,39,19252,5354,30,774966.14
10076,Kristine Curtis,33,Female,USA,9,Musical,8.89,5.33,Graduate,7,45,17990,5629,27,588605.55
10077,Danielle Olsen,44,Male,USA,14,Action,5.84,9.64,Graduate,10,32,13786,4441,16,633740.73
10078,Andrea George,37,Male,Canada,15,Musical,9.34,7.53,College,7,34,18766,5327,18,761680.27
10079,Angela Kane,45,Female,Canada,12,Drama,7.47,6.27,High School,7,44,18377,5373,27,594651.51
10080,James Wallace,25,Male,Canada,7,Action,8.31,15.81,Graduate,7,23,15542,5124,16,504758.34
10081,Kimberly Holder,27,Female,USA,9,Musical,10.72,5.84,High School,5,36,14819,4840,19,370994.21
10082,Michelle Guerrero,40,Male,USA,12,Comedy,6.73,7.87,High School,8,36,14870,5163,25,749813.29
10083,Gregory Hill,32,Male,USA,14,Action,8.68,12.37,High School,9,28,15968,5106,29,873536.63
