Name;Age;Gender;Nationality;Years Active;Genre Specialization;Beauty;Skill Level;Education Level;Award Wins;Media Mentions;Social Media Followers;Social Media Likes;Network Size;Income
Kendra Edwards;42;Male;USA;21;Sci-Fi;5.24;18.37;Graduate;11;45;15828;4872;24;710900.05
Kelly Dunn;56;Female;USA;16;Comedy;7.39;9.38;College;13;44;17969;4844;29;1237699.4
Glenn Cohen;46;Male;Canada;15;Sci-Fi;6.48;15.61;Graduate;12;36;13328;5073;25;702414.84
Randy Wong;50;Female;USA;13;Drama;9.46;10.74;College;10;56;17455;5220;24;944721.19
Colleen Johnston;34;Male;USA;13;Action;11.26;7.34;High School;8;25;14229;4992;29;960094.46
Cynthia Ramirez;58;Male;USA;17;Drama;10.37;16.81;Graduate;9;48;18547;5578;26;865965.91
William Wilson;29;Female;USA;11;Action;7.35;6;College;10;27;14532;4694;16;799381.43
Justin Simmons II;40;Male;USA;15;Sci-Fi;6.96;9.31;University;9;45;17381;5311;21;833445.5
Christy Allison;20;Male;USA;2;Horror;6.27;10.18;High School;5;31;14310;5753;34;162833.16
Tiffany Evans;25;Female;USA;7;Action;6.05;14.51;Graduate;8;34;15529;5048;25;707209.68
Jessica Bowen;46;Female;USA;13;Musical;10.87;16.1;Graduate;11;56;19108;5744;29;1105338.19
Jill Jenkins;24;Male;USA;6;Musical;9.2;7.35;University;8;33;15175;4913;19;466729.94
Timothy Mccoy;37;Male;USA;16;Action;3.79;3.91;Graduate;5;50;18861;5133;22;451229.07
Stacy Jones;24;Male;USA;6;Drama;10.77;8.01;High School;6;39;15078;4819;19;445576.29
Robin White;38;Male;USA;16;Sci-Fi;5.8;3.16;College;9;34;16681;5081;23;776905.84
Nancy Reed;26;Female;USA;8;Horror;6.48;5.84;Graduate;6;31;14865;4510;23;452740.54
Gregory Graham;40;Male;USA;19;Comedy;10.02;9.47;High School;9;30;15778;4789;27;1163796.24
Angela Cook;27;Female;USA;9;Comedy;8.72;6.32;College;7;42;17010;5093;22;813046.95
Annette Thompson;20;Female;USA;2;Action;7.85;7.63;University;7;46;19070;5260;23;615436.87
Tom Patrick;68;Male;USA;16;Comedy;6.12;13.87;Graduate;11;44;17912;5312;27;1507690.66
Michael Rogers;20;Female;Canada;2;Drama;7.15;6.66;Graduate;6;39;17489;5249;23;350355.41
Samantha Kirk;44;Male;USA;15;Comedy;7.37;4.53;College;7;33;17367;4861;27;670292.48
Mark Jenkins;43;Male;USA;14;Drama;6.76;9.46;High School;8;35;15676;4989;21;698418.86
Angela Richardson;41;Male;USA;14;Sci-Fi;9.34;14.8;Graduate;9;35;17229;4808;23;669935.05
Tammy Nielsen;39;Female;USA;16;Comedy;6.84;7.54;College;8;39;14756;4976;22;591091.43
Chase Myers;61;Male;USA;17;Drama;8.31;11.84;University;12;35;15971;5451;29;751336.59
Brianna Jackson;44;Female;USA;14;Action;6.17;9.47;Graduate;8;39;16628;4969;21;687289.87
Gregory Shelton;30;Female;Canada;12;Drama;8.22;8.41;High School;10;42;14430;4827;18;829345.59
Keith Briggs;49;Male;USA;20;Sci-Fi;7.06;5.47;College;8;33;16540;4934;24;1167973.44
Erin Mccoy;30;Male;USA;12;Musical;10.26;6.5;College;7;35;15708;4815;24;600870.84
Douglas Haley;50;Male;USA;18;Drama;9.48;13.19;University;10;45;18408;5059;28;853397.5
Stacy West;45;Male;USA;17;Comedy;8.21;5.02;High School;5;30;13873;4931;26;449566.91
Carrie Torres;50;Male;USA;12;Sci-Fi;8.26;6.1;High School;10;43;18680;5349;26;904040.27
Christopher Pollard;40;Male;USA;22;Action;6.48;0.64;University;5;29;14327;4865;25;771960.74
Leslie Daniel;27;Female;USA;9;Drama;9.05;7.07;University;10;33;15992;5396;27;1039416.71
Stephanie Cobb;28;Female;USA;10;Drama;7.81;9.44;College;8;46;17107;4916;25;681262.1
Abigail Turner;31;Female;USA;13;Action;7.85;6.92;High School;7;37;15620;5062;21;649100.69
Kevin West;42;Male;USA;18;Drama;9.8;9.1;College;8;31;15708;5137;31;923523.69
Kristin Hill;22;Female;Canada;4;Action;7.59;5.16;Graduate;5;32;15890;5536;27;508009.84
Scott Petersen;41;Male;USA;16;Drama;5.41;13.62;University;9;32;16805;5004;25;654771.75
Carol Holmes;21;Female;USA;3;Horror;6.81;3.79;High School;6;40;21237;5682;31;596121.83
Micheal Ross;21;Female;USA;3;Comedy;8.86;9.54;University;6;61;18650;5098;16;411648.02
Amy Hughes;27;Female;USA;9;Drama;9.66;12.86;College;9;36;13831;5065;25;588243.09
Angela Burton;41;Male;USA;15;Drama;5.24;3.76;University;6;51;20047;4897;19;811317.47
Vanessa Wright;51;Male;Canada;14;Drama;7.59;9.96;University;10;33;15412;5682;20;806456.01
John Ward;50;Male;USA;13;Drama;11.54;14.52;Graduate;10;29;16816;5038;20;982184.79
Bryan Martin;35;Male;USA;13;Action;5.17;9.84;High School;11;47;19162;5553;27;1029770.6
Diane Blevins;63;Male;USA;16;Comedy;7.21;6.09;High School;8;47;15239;5002;22;414174.67
Nathan Morales;47;Male;Canada;19;Action;6.41;9.44;Graduate;11;30;16282;5586;23;924908.5
Keith Johnson;41;Female;USA;16;Action;10.55;13.98;Graduate;13;41;16019;4905;27;1975213.23
Scott Hurley Jr.;29;Female;USA;11;Action;10.93;14.45;Graduate;12;28;17440;5362;28;1370552.85
Carolyn Myers;19;Female;USA;1;Drama;8.8;10.64;High School;10;32;17171;5291;25;855541.39
Xavier Moss;49;Female;USA;15;Action;4.84;5.63;College;5;45;17134;5042;24;448446.63
Allison Hunt;51;Male;USA;20;Drama;5.4;12.66;College;12;32;14415;5167;31;1147648.98
Samantha Mcdonald;43;Male;USA;11;Drama;11.89;8.72;High School;7;51;17614;5806;22;614608.48
James Davis;36;Male;USA;17;Drama;8.65;7.66;University;7;26;13996;4998;20;668070.68
Charles Gonzalez;41;Male;USA;11;Sci-Fi;7.68;2.58;High School;6;30;14169;4620;23;476682.59
Jennifer Schmidt;35;Male;USA;14;Sci-Fi;6.96;3.71;College;7;36;15412;4908;27;458448.11
Katie Pruitt;19;Female;USA;1;Comedy;8.4;9.75;Graduate;5;40;17770;5393;22;328296.53
Tracey Myers;32;Male;USA;14;Action;7.2;7.19;High School;6;32;16791;5101;21;736332.56
Frank Smith;41;Male;USA;19;Action;6.26;6.81;University;7;50;18115;5139;27;861661.31
Charles Leblanc;29;Female;USA;11;Drama;10.08;4.97;University;11;25;13964;5173;30;1015977.5
Raymond Flores;21;Female;USA;3;Drama;10.62;5.66;Graduate;8;43;18427;6015;37;947178.84
Amanda Harrington;25;Female;Canada;7;Musical;8.97;9.1;University;5;36;16138;4893;27;319909.62
Jacqueline Dennis;27;Male;Canada;9;Sci-Fi;8.17;7.63;High School;6;37;18981;5599;37;624024.35
Randall Carr;41;Male;USA;18;Action;5.23;7.04;University;7;32;17122;4767;24;728837.63
Erika Ward;19;Male;USA;1;Action;6.72;7.29;Graduate;6;39;16341;4996;23;453028.63
John Wheeler;32;Male;USA;14;Comedy;8.2;5.68;College;6;43;14913;5219;29;590457.85
Bailey Clark;19;Female;USA;1;Comedy;9.46;6.8;High School;7;31;15154;4983;30;355529.81
Stacy Brown;23;Male;USA;5;Sci-Fi;7.26;11.41;College;7;30;16268;4944;26;491609.05
Kristine Golden;36;Male;USA;16;Action;7.05;6.92;High School;8;52;20092;5642;20;639115.46
Richard Barnes;36;Female;USA;18;Drama;9.6;14.64;High School;15;34;15736;4978;24;1355093.03
Jennifer Smith;43;Male;USA;15;Sci-Fi;6.11;15.58;College;9;42;17091;4677;28;484195.21
Matthew Mendoza;30;Male;Canada;12;Action;6.39;15.34;College;11;41;17703;5339;24;929022.68
Rebecca Diaz;25;Male;USA;7;Action;5.75;11.17;Graduate;6;34;17893;5125;25;456426.02
Bruce Velasquez;36;Male;USA;13;Sci-Fi;7.98;11.97;High School;10;40;16426;5127;23;791891.68
Jessica Hill;32;Female;Canada;14;Drama;11.39;5.52;High School;9;32;19211;5417;18;1000291.22
Susan Nelson;40;Female;USA;21;Comedy;6.92;9.13;University;10;39;17191;5727;31;1750708.6
Michael Mcintyre;49;Male;Canada;14;Horror;6.32;8.4;High School;9;34;14115;4736;22;608786.55
Mark Brown;33;Male;USA;15;Sci-Fi;9.73;14.88;Graduate;9;43;15708;4891;29;709166.44
Mark Phillips;49;Male;Canada;17;Musical;10.54;11.15;Graduate;10;35;17762;5683;31;1236506.14
Carrie Jackson;27;Female;USA;9;Comedy;6.89;7.8;College;9;32;12915;4740;23;791601.02
Shawn Bennett;38;Female;USA;10;Drama;10.66;5.48;Graduate;10;34;16242;4765;27;986486.18
Dominique Brown;57;Male;USA;11;Action;6.68;11.91;High School;10;35;17289;5613;29;962310.14
Holly Watts;34;Female;USA;16;Drama;10.11;10.11;Graduate;10;44;15123;4765;25;866954.85
Gregory White;25;Female;USA;7;Action;5.99;13.19;Graduate;8;43;18101;5453;25;658940.81
William Peterson;44;Female;USA;13;Comedy;9.21;9;University;8;44;17553;5382;23;926253.61
Isaiah Sutton;23;Male;USA;5;Sci-Fi;5.61;7.29;High School;6;36;14749;5036;26;363841.34
Alejandro Hines;44;Male;USA;16;Action;4.91;5.58;University;6;35;18530;5313;20;626392.29
Anthony Smith DDS;36;Female;USA;15;Drama;8.13;15.21;Graduate;11;41;16564;5189;21;1139960.11
Don Ward;41;Female;USA;14;Drama;7.86;7.39;University;7;42;16726;4770;25;757525.96
Linda Carter;39;Male;USA;17;Action;5.29;11.7;High School;9;30;17922;5082;15;751605.72
Patrick Hawkins;53;Female;USA;12;Comedy;8.91;8.36;Graduate;9;45;19146;5465;27;1212683.15
Ronnie Hampton Jr.;34;Male;USA;14;Horror;7.11;13.87;College;12;42;16285;4881;22;724528.52
Valerie Mahoney;30;Male;USA;12;Horror;8.21;13.54;College;12;24;15151;4369;18;766369.99
Karen Tyler;35;Female;USA;13;Drama;10.17;5.38;High School;8;38;18290;5454;22;1171947.74
Kimberly Johnson;29;Female;USA;11;Action;5.66;2.33;High School;7;45;16522;5302;22;667987.23
Dr. Scott Grant;21;Female;USA;3;Action;5.85;8.34;University;6;35;15190;5262;23;425151.68
George Moran;22;Male;USA;4;Comedy;8.62;3.59;University;2;39;16942;5259;21;297285.12
Angela Bell;33;Female;USA;12;Comedy;9.04;15.25;High School;15;42;15684;5011;28;1446672.3
William Shelton;35;Female;Canada;13;Comedy;7.62;7.81;Graduate;8;34;16568;5117;28;667827.68
Jason Long;38;Male;USA;13;Horror;8.96;10;College;9;36;17350;5189;26;607482.32
Krystal Davis;58;Female;USA;14;Drama;9.44;8.26;University;8;41;17755;5221;20;715713.97
Nicole Carroll DVM;65;Male;USA;12;Sci-Fi;7.03;12.88;University;8;35;14499;5254;25;444281.29
Aaron Hayden;34;Male;USA;16;Horror;6.47;5.24;Graduate;7;38;14267;4806;22;704978.33
Brittney Torres;32;Female;USA;14;Drama;7.61;12.26;High School;10;34;17293;5288;25;835146.33
William Collins;37;Male;USA;14;Horror;6.07;7.92;College;7;39;18487;4824;21;636842.61
Jean Gonzalez;37;Female;USA;13;Action;8.2;5.2;College;9;38;15792;4964;27;1002688.48
Timothy Davidson;45;Male;USA;23;Action;5.55;5.75;University;9;42;20738;5401;24;1744409.51
Michael Mason;33;Female;USA;12;Comedy;6.59;8.42;Graduate;11;38;18588;5835;27;884044.76
Nathan Jones;25;Female;USA;7;Comedy;10.15;10.31;High School;10;47;16855;4785;19;892798.36
Thomas Tucker;31;Male;Canada;13;Action;4.82;13.09;University;9;37;17880;5517;33;923695.03
Patrick Kelly;33;Male;Canada;15;Drama;7.28;11.09;Graduate;10;30;13725;5187;31;937538.87
James Frazier;45;Female;USA;17;Action;9.51;7.05;High School;9;37;15776;5090;22;1323558.47
Jimmy Rivera;33;Male;USA;15;Drama;8.91;7.17;College;7;41;14379;5210;27;562229.41
Karen Gaines;37;Female;USA;19;Drama;11.96;4.41;Graduate;10;27;15300;5373;21;1186168.93
Vanessa Watkins;34;Male;Canada;10;Sci-Fi;7.75;7.9;University;7;31;14223;5015;23;526059.48
Scott Washington;45;Female;USA;18;Drama;9.14;10.02;Graduate;8;32;16741;5189;22;741428.71
Alexandria Frye;21;Female;USA;3;Comedy;7.94;4.85;University;5;49;18357;5456;26;332314.42
Randy Jackson;31;Female;USA;13;Comedy;8.21;8.61;University;12;41;18991;5244;27;1398221.76
John Kaiser;24;Female;Canada;6;Action;6.24;5.39;Graduate;6;27;16535;5214;24;532101.21
Lacey Henderson;39;Male;USA;11;Horror;4.85;6.64;College;8;36;17783;5092;25;504950.98
Mr. William Carr;50;Male;USA;13;Sci-Fi;6.21;6.13;High School;7;41;15830;5193;26;487636.57
Brett Golden;45;Female;Canada;17;Horror;9.11;7.21;College;10;46;17879;5064;20;1567634.16
Mark Johnson;26;Female;USA;8;Drama;10.08;8.25;College;9;53;18393;5257;32;735325.52
Darren Henderson;33;Female;USA;10;Drama;9.23;19.29;Graduate;10;40;16117;4854;20;655728.02
Tamara Johnson;43;Male;Canada;14;Drama;9.79;5.24;College;6;29;16573;5128;23;717966.69
Ashley Herring;20;Female;USA;2;Drama;9.54;1.85;Graduate;4;29;15364;5066;33;331114.37
Adam Thompson;46;Male;USA;10;Action;6.4;8.83;University;5;32;14856;4858;26;496531.89
Stephen Harris DVM;56;Male;USA;17;Horror;8.02;4.77;High School;7;27;13726;4781;21;612538.19
Kayla Peters;20;Female;USA;2;Drama;9.87;10.39;College;4;41;17042;5042;26;374956.87
Tammy Parker;28;Female;USA;10;Drama;7.16;8.04;University;8;38;18439;5390;24;642133.25
Ariana Dixon;51;Male;Canada;17;Action;7.02;9.38;Graduate;9;32;14331;4536;18;800728.19
William Holland;38;Male;USA;18;Action;7.5;11.22;Graduate;9;40;18019;5027;22;1161485.74
Alexander Parker;51;Male;USA;14;Musical;11.9;11.95;University;9;33;15657;4700;18;649052.09
Jennifer Cook;52;Male;USA;17;Drama;8.68;10.62;College;11;51;17368;4958;32;1135238.28
Ronald Lee;32;Male;Canada;13;Musical;11.07;10.27;College;9;31;15399;4726;19;671436.46
James Terry;24;Female;USA;6;Action;5.75;5.35;Graduate;5;46;16416;5155;28;337120.07
Mark Woodard;37;Female;USA;11;Comedy;7.7;12.02;University;9;32;17122;5443;21;862556.68
Deborah Rowe;40;Female;USA;20;Musical;7.29;18.01;University;14;44;17273;5202;29;1231092.31
Stacey Haney;43;Male;USA;14;Sci-Fi;7.28;10.64;College;9;32;15687;5137;25;724961.95
Dylan Ayers;36;Female;USA;17;Drama;10.92;3.5;College;7;41;17690;5178;22;1016108.34
Emily Ramos;38;Male;USA;16;Drama;6.77;8.81;University;10;42;16112;5295;28;846552.9
Brittney Kim;25;Female;USA;7;Action;9.03;2.8;University;5;35;16767;5105;25;707240.17
Alejandro Johnson;21;Female;Canada;3;Musical;9.37;16.91;College;10;46;20735;5732;23;710891.88
Joseph Bishop;25;Female;USA;7;Comedy;8.5;0.27;High School;5;37;14192;4921;27;340028.17
Justin Mcbride;37;Male;USA;14;Sci-Fi;7.93;6.67;College;9;36;16985;5249;24;747960.51
Jose Abbott;36;Female;USA;16;Comedy;11.19;6.94;Graduate;6;45;17418;5131;24;852840.45
Ashley Garcia;38;Female;USA;13;Drama;9.08;1.6;High School;8;32;13603;4865;24;856480.98
Mr. Benjamin Paul II;38;Male;USA;10;Action;5.56;4.71;High School;8;30;17953;5123;25;468296.09
Felicia Walls;32;Male;USA;14;Comedy;6.14;11.94;University;9;37;18502;5462;29;825376.49
Patrick Harrington;28;Female;USA;10;Comedy;7.94;17.49;Graduate;13;32;15226;4939;27;848901.5
Alexander Nelson;52;Male;Canada;8;Comedy;11.06;14.88;College;7;39;17043;4815;20;628638.62
Michael Ward;36;Male;USA;18;Sci-Fi;8.64;9.09;Graduate;8;42;17939;5046;18;1049377.91
Amy Logan;18;Male;USA;0;Action;4.27;9.71;Graduate;5;33;15067;4774;22;293515.23
Sarah Alexander;34;Female;USA;16;Comedy;9.43;8.81;University;9;26;13183;4409;20;892957.04
Jennifer Haynes;50;Male;USA;11;Sci-Fi;8.26;5.9;Graduate;5;37;17731;5359;22;539375.99
Jessica Arnold;26;Female;USA;8;Comedy;5.92;3.75;College;5;38;17779;5370;20;460351.47
Andrew Hall;33;Male;USA;7;Sci-Fi;8.68;4.48;High School;5;41;15579;5597;20;405028.21
Virginia Rivera;43;Male;USA;15;Musical;11.02;9.38;College;10;30;16146;5226;25;952982.65
Elizabeth Hunter;48;Male;USA;10;Sci-Fi;7.18;10.32;College;9;36;16761;4918;24;635870.8
Nicholas Johnson;43;Female;USA;11;Action;6.35;8.87;Graduate;8;31;16718;5147;18;671486.98
Vanessa Schneider;39;Female;USA;16;Action;8.79;7.73;High School;9;37;15323;4629;22;1102359.89
Adam Cox;51;Male;USA;18;Sci-Fi;7;6.6;Graduate;10;35;16237;4520;19;1117116.11
Jordan Wells;34;Female;USA;16;Comedy;9.97;21.69;Graduate;15;39;15110;5322;22;1076482.15
Kevin Lopez;26;Male;USA;8;Comedy;7.66;11.49;Graduate;7;45;15656;5105;26;475254.81
Anna Lopez;47;Male;USA;12;Horror;6.59;5.04;College;7;29;15299;5138;25;525189.05
Kristina Holmes;34;Male;USA;14;Comedy;6.8;12.76;Graduate;8;35;16605;5005;26;452199.43
Jamie Hogan;33;Male;USA;15;Action;4.51;10.05;University;8;37;15399;4744;23;595600.25
Patricia Gould;39;Male;USA;16;Action;5.44;15.5;College;13;45;19179;5271;26;1063468.86
Angela Wilson;38;Female;USA;14;Musical;11.33;10.64;High School;10;42;18760;5351;21;920107.4
Martha Anderson;43;Female;USA;15;Musical;11.29;8.88;University;8;29;16317;4831;21;827792.01
Chase Evans;50;Female;USA;18;Drama;8.47;10.7;Graduate;10;45;16576;5326;28;1254582.27
Matthew Davis;33;Female;USA;13;Drama;8.86;13.24;University;10;45;18516;5038;22;1091629.7
Anthony Schmidt;24;Female;USA;6;Comedy;7.68;10.21;University;6;44;19138;5939;28;446501.36
Kristopher Jackson;46;Female;USA;17;Drama;8.79;10.6;Graduate;12;31;15948;5395;27;1294062.54
Jenna Robinson;32;Female;USA;11;Musical;9.03;10.06;High School;12;35;13984;4887;23;822698.16
Andrea Thompson;35;Male;USA;17;Action;5.68;4.24;High School;7;40;18174;5209;25;631141.69
Dawn Winters;42;Male;USA;16;Drama;6.46;8.45;High School;7;52;19381;5222;26;669382.32
Jeremy Boyd;51;Female;Canada;16;Action;8.63;8.2;High School;12;38;16433;5722;34;1478864.92
John Powell;41;Female;Canada;15;Musical;11.5;7.79;University;9;35;16300;5102;26;993583.76
Terry Mcconnell;29;Female;USA;11;Comedy;7.18;14.77;University;8;48;15972;5474;29;420286.08
Zachary Sullivan;48;Female;USA;14;Musical;11.02;16.48;College;11;36;13394;4796;26;653581.83
Kelly Bradley;30;Female;USA;12;Action;6.01;8.06;College;9;37;16235;5166;21;1048397.08
Joseph Thompson;40;Female;USA;13;Comedy;8.21;10.07;Graduate;11;35;19001;5216;23;1202146.86
James Henderson;45;Male;USA;17;Action;6.22;5.17;High School;8;39;14546;4625;19;793329.94
Leslie Weaver;45;Male;USA;11;Action;7.02;7.69;Graduate;8;44;16706;5091;24;746108.52
Joseph Mason;23;Male;USA;5;Sci-Fi;7.17;9.65;University;5;31;15901;5075;23;340525.64
Amy Logan;18;Male;USA;0;Action;4.27;9.71;Graduate;5;33;15067;4774;22;293515.23
Deborah Jenkins;54;Female;USA;15;Comedy;8.09;12.2;University;11;35;15131;4768;26;815235.2
Megan Smith;31;Female;USA;13;Drama;6.73;9.05;College;9;40;17480;5351;29;783214.25
Lee Barnes;34;Male;USA;14;Action;6.47;7.63;Graduate;8;34;16710;5224;21;968909.77
William Campbell;57;Female;USA;15;Comedy;9.86;13.6;High School;12;31;14947;4775;28;847263.92
Cody Johnson;40;Female;USA;13;Comedy;7.41;16.61;Graduate;12;26;16753;4684;30;986885.9
Brianna Martin;30;Male;USA;12;Sci-Fi;8.97;5.29;High School;7;44;16775;5645;24;640578.68
Gabrielle Austin;49;Male;Canada;7;Action;5.88;8.75;College;7;34;14768;4584;21;607168.86
Benjamin Baker;39;Female;USA;12;Drama;6.71;8.3;Graduate;6;29;15949;5010;21;535852.12
Brenda Lucero;41;Female;Canada;20;Action;3.47;6.12;College;8;38;16832;5230;30;636226.48
Michelle Grimes;61;Male;USA;15;Comedy;8.51;14.44;University;11;45;18484;5318;30;933311.95
Lauren Martin;25;Female;USA;7;Musical;6.34;6.62;University;6;30;18203;5291;27;377623.44
Lisa Barnett;40;Female;USA;12;Comedy;7.98;5.52;High School;10;49;18103;5204;27;1144667.2
Kristine Golden;36;Male;USA;16;Action;7.05;6.92;High School;8;52;20092;5642;20;639115.46
David Lee;37;Female;USA;16;Action;7.73;5.49;High School;8;49;18832;5281;23;1058276.82
Shannon Barnes DVM;58;Male;Canada;17;Sci-Fi;6.31;6.7;Graduate;8;40;16374;5253;27;772285.05
Debra Foster;28;Female;USA;10;Comedy;6.05;6.92;Graduate;6;42;17683;5285;24;543383.99
Jeffrey Perez;48;Male;USA;15;Horror;6.47;8.25;College;8;51;20538;5356;30;724669.71
David Peck;26;Female;USA;8;Action;7.96;6.33;College;5;38;15120;5014;23;502188.09
Mark Ray;45;Male;USA;20;Horror;5.59;6.78;University;7;43;18975;5263;24;632628.13
Michael Edwards;53;Male;USA;16;Action;5.12;16.31;University;11;39;17064;5409;28;899018.37
Jessica Calderon;19;Female;USA;1;Musical;9.79;8.27;University;5;48;17755;4949;20;411698.25
Elizabeth Wade;56;Male;USA;26;Comedy;8.13;5.42;High School;8;37;16048;4839;23;1232338.49
David Hale;41;Female;USA;14;Comedy;10.52;13.88;University;11;41;13940;4715;30;944767.07
Jon Mcgee;39;Female;USA;12;Drama;9.98;11.73;University;11;33;16216;5227;26;1078012.7
Keith Bernard;43;Male;USA;12;Drama;8.21;7.24;Graduate;7;44;16219;4789;26;648991.26
Kathryn Reynolds;19;Female;USA;1;Comedy;9.35;6.56;University;7;28;14244;4753;19;454446.71
Andrew Keller;32;Male;USA;14;Musical;8.58;2.46;High School;6;47;15016;5217;25;632172.02
Robin Morris;31;Female;Canada;13;Comedy;8.18;7.41;Graduate;8;42;17966;5210;23;811283.25
James Medina;45;Male;USA;16;Action;4.29;7.69;University;9;44;14740;4636;25;655926.3
Joseph Luna;31;Female;USA;13;Drama;11.11;0.36;Graduate;6;29;15658;4850;22;784268.31
Erin Fox;19;Female;Canada;1;Drama;8.04;6.51;University;5;31;15523;4926;19;426213.99
Scott Vang;25;Male;USA;7;Musical;7.38;5.37;High School;5;44;18494;5000;26;384213.06
Jason Woods;39;Male;USA;17;Comedy;7.52;7.71;University;5;49;19156;5230;23;434656.36
Charles Wong;29;Male;USA;11;Comedy;7.31;14.79;University;10;39;17651;5011;22;838221.8
Jaime Sharp;27;Male;USA;9;Sci-Fi;8.36;9.41;College;8;25;15463;4872;26;563987.12
Rickey Ellis;53;Male;USA;9;Sci-Fi;7.3;12.34;Graduate;7;35;16044;5270;29;455221.81
Jeffery Russell;36;Male;USA;12;Comedy;6.3;8.92;High School;10;45;15193;5006;24;655083.42
Karen Schwartz;32;Female;USA;8;Musical;11.1;9.23;College;6;36;19415;5183;31;630841.12
Christopher Diaz;46;Male;USA;16;Action;3.73;7.75;College;9;38;14243;5228;22;440472.32
James Anderson;34;Female;USA;12;Comedy;6.51;10.35;Graduate;10;30;14591;5018;19;503910.55
Michael Thompson;24;Female;USA;6;Drama;9.07;4.12;High School;7;33;14949;4688;21;648693.23
Dakota Butler;25;Female;USA;7;Drama;8.33;5.45;University;9;32;14384;4656;24;663538.48
Holly Avila;18;Female;USA;0;Horror;6.67;11.16;Graduate;6;38;16970;5113;39;379830.32
Raymond Dunn;55;Male;USA;16;Horror;7.18;9.22;College;9;39;15099;5022;26;520566.59
Katherine Roberts;38;Male;Canada;15;Sci-Fi;6.16;5.59;Graduate;6;47;18808;5141;33;644887.3
Glenn Chambers;39;Female;Canada;18;Comedy;7.17;6.32;Graduate;10;42;17394;4887;28;1088415.13
Austin Humphrey;52;Female;USA;12;Drama;8.68;6.52;High School;7;28;16415;5641;28;692302.11
Scott Mcintosh;44;Male;USA;17;Drama;5.37;7.98;College;9;37;16494;5372;29;832652.03
Nicole Rivera;33;Female;USA;9;Drama;8.29;7.69;Graduate;7;42;18229;5879;30;708580.72
Robin Wall;48;Male;USA;19;Drama;7.96;6.79;University;9;47;18621;5384;28;1093915.92
Jennifer Rubio;47;Female;USA;18;Comedy;9.86;9.69;University;14;39;19310;5525;34;2411009.55
Brian Roberts;40;Male;USA;10;Action;7.07;10.2;Graduate;9;38;15058;4779;26;714937.54
Lori Roberts;21;Female;USA;3;Comedy;6.17;8.5;Graduate;6;41;15655;5364;33;463447.43
Marie Chapman;20;Male;USA;2;Drama;5.18;2.87;College;5;41;16427;4883;23;389360.76
Bailey Hernandez;45;Female;USA;17;Comedy;9.23;15.59;University;12;31;14351;4999;22;991058.81
Jordan Miller;33;Female;USA;9;Drama;10.24;11.69;High School;10;31;14543;5062;23;681436
Kara Washington;45;Female;Canada;11;Drama;10.22;17.86;University;9;61;18391;5355;30;855045.95
Rose Jackson;20;Female;USA;2;Drama;6.5;9.06;Graduate;7;36;16599;5639;28;459078.28
Katrina Yates;56;Male;USA;17;Horror;6.1;15.94;University;11;37;15916;4989;32;677316.89
James Campbell;25;Male;USA;7;Musical;8.07;11.33;Graduate;8;45;16682;5110;31;584602.02
Charles Chambers;35;Female;Canada;14;Comedy;7.71;10.59;University;12;28;15007;4561;17;947979.68
Nicholas Parks;46;Female;USA;15;Action;8.6;5.93;High School;7;37;15577;4933;24;670765.05
Cheyenne Williams;47;Male;USA;15;Action;4.76;14.18;College;14;41;17803;4821;18;953414.1
Ashley Robinson;64;Male;USA;13;Sci-Fi;7.44;7;University;7;26;13459;4849;18;498853.44
Michael Rich;40;Female;USA;17;Action;9.69;8.11;High School;10;41;17263;5246;20;1258204.36
Kim Allen;35;Female;USA;17;Drama;7.94;2.81;College;5;34;15673;5379;22;516726.58
Taylor David;23;Female;Canada;5;Action;6.79;6.7;College;7;39;16022;4693;23;507225.16
Michael Munoz;31;Female;Canada;13;Drama;11;0.71;High School;3;30;18270;4808;22;602028.1
John Campos;35;Male;USA;17;Comedy;8.49;11.13;College;9;36;16609;5079;27;967120.11
Barbara Hawkins;38;Male;USA;14;Sci-Fi;7.48;9.07;High School;8;30;15153;5234;25;646380.22
David Welch;29;Male;Canada;11;Action;6.38;4.78;Graduate;5;40;18042;5273;27;612293.8
Roberto Reyes;20;Female;USA;2;Drama;10.45;10.6;High School;7;39;19104;5441;27;681809.69
Cindy Summers;28;Male;USA;10;Horror;5.33;4.9;High School;6;44;19440;4852;26;618204.26
Robert Petersen;46;Male;USA;12;Sci-Fi;5.5;4.24;Graduate;4;49;18241;5138;23;482194.98
Micheal Gonzalez;33;Male;USA;15;Drama;8.35;10.76;Graduate;8;35;14583;4812;20;538856.45
Gabriel Barajas;22;Male;USA;4;Drama;6.81;5.72;High School;6;48;16781;4843;26;361258.67
Rachel Crosby;41;Male;USA;12;Drama;5.9;13.69;University;9;27;18561;5536;28;849080.35
Carol Lee;36;Female;USA;16;Drama;7.01;7.51;College;10;43;15512;4883;31;884848.3
Steve Cummings;32;Female;USA;14;Comedy;8.36;7.53;High School;8;46;17572;5216;24;445456.01
John Cox;42;Female;USA;18;Comedy;9.14;8.29;Graduate;8;50;16501;5027;21;853676.04
Lori Estrada;46;Female;USA;13;Sci-Fi;6.48;12.56;Graduate;9;30;14624;4490;23;517741.01
Matthew Mendoza;30;Male;Canada;12;Action;6.39;15.34;College;11;41;17703;5339;24;929022.68
